CowO10	CowO11	CowO12	CowO13	CowO14	CowO15	CowO21	CowO2	CowO3	CowO6	CowO7	CowO8
4833439L19Rik	5.2064087671849	5.11740579554789	5.16344648424458	5.37670088567994	5.10817533596613	5.31467255362399	5.36194211602566	5.15888796571491	5.50319234191165	5.23822831963937	5.27452965583485	5.359235464388
4921524J17Rik	4.72623480687739	4.77957651803252	4.82202865644136	4.82697891148233	4.69189998159679	4.79504556017424	4.88600220502991	4.98047317947701	4.62674775426992	4.88034666138631	4.94014907973141	4.87825421105281
4930402H24Rik	6.35688211971169	6.25181378481728	6.20727016109183	6.25782464058811	6.48397192844079	6.17685690012335	6.33283139628128	6.3160847711963	6.30128451000816	6.26837468420957	6.29146404512168	6.14648271316234
4930430F08Rik	2.33753920767533	1.6468937914048	1.84078420236941	1.979878975684	1.61448674055295	1.87681146062537	2.04394437089668	2.02404656096763	1.89470692864373	2.37790552675125	1.84778344368869	1.8030485183875
4930452B06Rik	1.96870014520235	2.08160082008797	1.97048517524665	2.299307212708	2.2219180237202	1.82568190017984	2.2155828116366	1.70562009113878	2.13238781555423	1.51298361354046	2.22737876786048	1.90060371170337
4930453N24Rik	3.08447073917724	3.06587007649859	3.5849016706283	3.34259600397576	3.02224783557768	3.2905342303897	3.37861455139111	3.1082784321616	3.34782096262652	3.22430266674795	3.64380597261706	3.35784649655759
4930563E22Rik	1.60659273528731	1.42989448774131	1.78093806866782	0.884849125091441	1.32491653269927	1.65683795968249	1.50219036773906	1.59576556266797	1.42962094608828	1.78985995229829	1.72350044792441	1.96059697078937
4930590J08Rik	1.16394673624189	0.883659883957055	1.09373022937454	1.00307061337645	0.992809391326886	0.988681108199188	0.952928040533669	1.59782159712213	0.651575496007604	0.995400166976799	1.02326193434709	0.78218979033916
4931406P16Rik	6.00997580989286	5.91208406208188	6.06877664856487	5.78418530733355	5.97653585668674	5.91077832332895	5.89645867128478	5.98943867683298	6.15158461654084	5.88393496118371	5.91301718507826	6.0147448742305
4931414P19Rik	0.991491828908879	0.884070513875451	0.765247409966608	1.17636105729553	1.67334917006247	0.87705500573851	1.3172411754528	1.43740361874445	0.995739616432928	0.99442390357488	1.11420378420498	1.1221700404568
4931428F04Rik	5.27084809130058	4.96425244767503	5.1227879209474	5.16759806180792	4.9046341930551	5.06755514991234	5.16983917423539	4.97828975223955	5.068168760111	5.27475280607671	5.01991288028107	5.35131733439539
4932438A13Rik	8.42178605315634	8.44111436128715	8.51919132020241	8.37908511177573	8.51030692645728	8.68637465589239	8.26381295196165	8.64087710091358	8.25859492735041	8.42969313522109	8.35616783889305	8.45598074566802
4933428G20Rik	1.40435851070835	1.09990237888787	1.73599368895184	2.15704374088411	0.769194908832389	0.897254622454919	1.9217016314949	1.65955463662318	1.63435048873922	1.61112454369019	1.87326503744791	1.34603649887246
4933434E20Rik	3.81154170443311	3.90785183049112	3.68154549868052	3.85545845276376	3.99189430823818	3.95652551410483	3.84976191031633	4.01016386347911	3.77393316022389	3.57713334311584	3.86680924289557	3.74315097121922
5031439G07Rik	7.17296130723383	6.84313610691643	6.92542532018285	7.03356617173292	7.0024479092225	6.87646387225054	7.18734713174135	7.14918015685589	6.88031832654688	6.92884429300416	7.15304016640281	6.92079221306634
5330417C22Rik	4.83188563801712	4.86352430515877	4.94470739251129	5.0730032478978	5.0654271460409	5.05105508989626	4.82585998741827	5.18829930289282	4.70544614212154	5.07412086662359	4.77388959476353	5.02515489774134
5430403G16Rik	1.5567151940335	1.71871527249671	1.70332962515865	1.09702560938096	2.23488074648476	1.93517587759169	1.73879855056372	2.1421988909846	1.9198948188941	1.5523594077025	1.98331677127529	1.86364657907941
5730455P16Rik	5.03247893093182	4.86854059870473	4.79460343705733	4.74631754168916	4.68212449217659	4.93722875727344	4.60031041133425	4.91767842560963	4.79695859702968	4.83381659386881	4.5720830457376	4.55397290430721
5730480H06Rik	1.23901396219756	2.00025074683861	1.94211369360905	2.0517938782293	1.42645057819388	1.19442353117423	1.56622437489801	1.73954624737534	1.85655553209893	1.99430801180086	1.50787544675026	1.61965290629014
6330403K07Rik	6.25027199203974	5.75226580203321	6.03946304312926	6.0166008288304	6.2284027199672	5.82436336967593	5.89744302145181	6.11608924160261	5.90509146342829	6.07826218323871	5.93504270097858	5.33990286915259
8030462N17Rik	4.00950155708716	3.92414216043494	4.09922258618205	4.23149140280606	4.31313916534374	4.00904594610331	4.15031712582159	4.23149909924363	4.2133435162025	4.07871430885459	4.02723993470372	4.25513531504249
9330159F19Rik	1.51476576689885	1.49674016848092	1.57402765623938	1.67459698882577	1.5643326053161	1.15162173889969	1.15720438478529	1.79826614636785	1.45327721696783	1.19920671853893	1.12380436832834	0.81899444358693
9330182L06Rik	5.63080185592557	5.11759168187193	5.32794831279242	5.30523112807812	5.59323488305687	5.22461804793769	5.26856757004394	5.51288938286295	4.88343792169759	5.0530161048312	5.18946699719103	5.30689311769976
9430015G10Rik	0.904994473753085	1.42637332998447	1.0714033761402	1.192305480199	1.73764154165556	1.63296668389304	1.08350247858416	1.35640592898407	1.44180895160945	1.55839926685346	1.25066876889586	0.79530972316024
9530068E07Rik	3.6994694218805	3.61382750614159	3.70930769853264	3.69784398554646	3.88408213384875	3.52540397336163	3.77247850718785	3.57381238574603	3.48478225564611	3.60688719453385	3.75757111238621	3.81203102324944
9530077C05Rik	2.4509308527266	2.27819679720792	2.29359109416239	1.67581660351864	2.11662427253244	2.37594692331819	2.1769627897799	2.67612574903086	2.61067282321306	2.38796670638271	2.21450334994567	2.34201274686448
9930021J03Rik	4.68221004243149	4.87848975599814	5.03769075496857	5.08283227522626	5.04619406160758	5.2057195407436	4.59327372575295	5.11073477602988	4.65245559874559	4.70076357985111	4.65040499029047	5.0372320750532
a	0.971886751252106	1.84927912301359	1.67517492081795	1.55100961531418	0.990331405687644	1.01014485841902	1.54480224714476	1.96348250451977	1.85638957459147	1.17943898094796	1.93525932047097	0.759557258132341
A2m	2.79368193310348	2.19208933628666	1.6793576906817	2.78874069156529	2.83193989502878	2.11100451818705	2.73995377300302	2.31594990563767	2.41673325056229	1.4253507896958	2.2487103840619	2.15800476929291
A830018L16Rik	4.0955199782732	3.84267611342617	3.90031505035627	3.50528273740622	3.83057930065618	3.97702930263816	3.56310323135855	4.17433538473839	3.71567068639781	4.03760290314886	3.55369300408818	3.75656160354684
A830031A19Rik	1.90412813422536	1.97058747125393	1.74630450434974	2.14880862823208	2.0066427437691	1.93974047116416	1.77465391711591	1.95635145263051	1.61488764005682	2.45234205113069	1.51742195279572	1.90821777227759
A930033H14Rik	1.85361740092261	1.91472098137468	1.43704007263752	1.57699573888623	1.24305970082965	1.48935234443207	1.55298761061294	1.17459694387463	1.61631840224773	1.41324976030735	1.45962630022239	1.39220206793139
Aaas	4.52748314394474	4.50219650368401	4.40354253608798	4.39123701075001	4.46892575046692	4.43588303269406	4.47910937449429	4.50229782780993	4.54794304205532	4.5207798086854	4.52217703619638	4.1841853831921
Aacs	4.46959243641313	4.67266448956457	4.44725461981396	4.75218158302716	4.22329334738536	4.53805383403692	4.51525079762225	4.6538639644657	4.56403573161354	4.45584816893113	4.41087192784748	4.54292742860866
Aagab	4.94331777860378	5.09888455703211	5.01266337408383	4.87666523944755	5.06310761818192	5.06564936469911	4.88102645384971	5.01509139765174	4.89197556157878	4.93745248378013	4.90140351020698	5.13039319634202
Aak1	8.61633792097957	8.80588460173715	8.83538635982306	8.78122857801053	8.75352895085009	8.92843387549966	8.51216341719783	8.78601327959358	8.57530279597598	8.75432573265696	8.5943482757969	8.71840579074656
Aamdc	1.47321985670178	1.35125232712604	1.42456125392161	0.891914877009326	1.41765257907636	0.639620647301839	1.24323374798836	1.0916377522342	1.27335387101572	1.27234154299664	1.20134295333271	1.21139585745591
Aamp	8.22498084547307	8.07752781064609	8.00123858813295	8.16731490847295	8.06290157451009	7.988070220927	8.19743978554831	8.11974803209487	8.02116619303755	8.23994355006931	8.07606457751853	8.0814998180441
Aar2	3.93866847086695	3.56415742105019	3.84846174506851	3.71130291477247	3.70048515165013	3.87973860566623	3.72555558228311	3.72847385905403	3.70209742858041	3.6598303043923	3.79207610384764	3.71413623756407
Aars	6.59723728358119	6.43441439982542	6.36087504897756	6.57714420816234	6.37267628072273	6.62118430139085	6.61587434626546	6.40151116744816	6.57669106686964	6.50327306600191	6.49836251915368	6.65923159065656
Aars2	2.03314007604915	2.27210060057952	2.17677376166118	1.71909448235221	2.06573976768892	2.15822290856059	1.62946216922943	2.55032849217832	1.58994085064937	2.36646724796879	1.7538308854227	1.89079680077425
Aasdhppt	2.41583121424177	2.60503128868551	2.81444394273698	2.82161567628648	2.96020552940762	2.92257940448429	2.77219328872948	2.83658649261068	3.00447792143376	2.49466735312509	2.89959545847739	2.86916521531547
Aass	1.38871111351992	1.9580655122525	2.37339925808943	2.20602137093632	2.80614291146111	2.01079642916959	2.25945301242321	2.32450995869008	2.20430110211265	2.20240850967102	2.6330986875163	2.0491219081241
Aatf	3.72399355779039	3.44356375102414	3.46666982922807	3.22194075338868	3.42565252363938	3.3961755032118	3.41951047255301	3.80609328842782	3.49110018316461	3.65532177272291	3.30684285833466	3.50220996816759
Aatk	6.74116074307857	6.45222408551419	6.43083525539854	6.62090765207452	6.47555067900442	6.46645836606238	6.67647393486264	6.38100512657299	6.47809009936903	6.43405698946802	6.57142391390752	6.55478018972659
Abat	6.88826691355717	7.17658092774598	7.23853506415645	7.09860860246089	7.31363440529983	7.2514466662952	7.08745910877322	7.11552722657461	7.24470109755009	7.21781165532996	7.20404081814647	7.23220901268878
Abca1	4.48158969483685	4.56712744814773	4.47115800325702	4.3617452576667	4.79460597460091	4.25155526890638	4.50562976087844	4.69250470767	4.53800582373706	4.48803523825658	4.47836277420431	4.38257563015167
Abca16	2.84491166279589	2.99346228330125	3.09883573045988	2.86576682884811	2.80027008066613	3.19111813155126	2.43158263304354	3.47131957333784	2.81568172315025	2.73698777308355	2.48656802457661	2.86789368302485
Abca2	8.76667840612861	8.31938697095473	8.38949632529106	8.54176219482841	8.29147641811046	8.39699270610353	8.58686356715945	8.56883111307947	8.1883336634545	8.35660199203279	8.51559517704975	8.39898533519187
Abca3	6.84221770643165	6.98446632635841	7.08741607925759	6.96916817574437	6.85999548085549	7.08242056052872	6.79794264966544	6.95134637872316	7.01675185879114	6.94776467296242	6.8853672644396	6.94475504637207
Abca5	3.0357834170972	3.08839558284111	2.50361579263458	2.61297236473529	2.98317493329498	2.88996760317211	2.99441371814719	2.97175518401691	2.5512020753849	2.77874982053521	2.76649334556555	3.32497977427074
Abca7	4.61836887971127	5.12684722761529	4.71779991138674	4.81338314213202	4.45330658082131	5.07160419620387	4.90319105081645	4.97412686010078	5.07119481630274	4.90045260685443	5.04964246299073	4.70802634680756
Abca8a	4.42727739056747	3.33275431131972	3.03159481063306	4.27614858615291	3.87725496502055	3.41041631728689	4.58857420604355	4.15337065715849	3.43991252419964	3.80148901829455	3.95247052346797	3.82459059719468
Abca8b	1.48492418516866	2.11122728558571	1.92532553414143	1.77361583113627	1.96738104150619	2.08073916440205	1.79662855483857	1.85088291331362	2.19545931630616	2.01855705749113	1.95810865573706	1.92618165144963
Abcb10	3.04156347654841	2.8026859384013	3.07366216945061	2.88950962613352	3.24821792011648	2.99075561427108	2.97102761250588	3.28892745905589	2.92179632781729	2.91701580240477	2.9548068072464	3.15312273272795
Abcb1a	4.03491543444439	4.72879045692651	4.2994459910953	4.10846233700273	4.08897397273682	4.42811071821182	4.32448340776617	4.08510952944976	4.86545882250484	4.71303834341044	4.49741775272552	4.14248860551478
Abcb1b	1.35760078875734	1.72797193087679	2.05812195524971	2.26923093419208	1.4847344157518	1.58334032589823	2.15672419520335	1.77983760974067	1.99595374862423	2.03407292376898	2.19889625667145	2.21014329660001
Abcb4	2.53758170192646	2.64048911307382	2.4948626272919	2.51581122546034	2.7580952666707	2.31085897633418	2.69050158585894	2.51403179321055	2.854445582037	2.44955256765899	2.55647848528065	2.7058099204907
Abcb6	6.10690444306173	5.9671391527583	5.96096923725314	6.00291530225484	5.99371965761592	6.05127684312151	6.18706612689684	6.08176426528563	6.21114637738281	6.15845061968012	6.13433915509836	6.08645958356327
Abcb7	7.94497815108875	7.73486845096922	7.56109329624727	7.78047064081072	7.9281225150984	7.72793097020555	7.87861626168398	7.89693621108042	7.73371434182335	7.73992420610586	7.69128948244275	7.82615441458589
Abcb8	4.61525064269353	4.58640414619118	4.7813730328285	4.80332277131626	4.93960459315903	4.64937540934666	4.82064951050881	4.7125318455106	4.6330133892656	4.58483109255935	4.83526467620495	4.91503876268318
Abcb9	5.22507455433618	5.6726988738562	5.4366857198113	5.32801196013563	5.21750853372665	5.54378470633647	5.44780814206829	5.32452617097985	5.43172785007586	5.28701407436983	5.55442159701314	5.7082877874544
Abcc1	5.68450876039925	5.85447637235998	5.81539865282244	5.5458119572376	5.60245943524085	6.04782939462054	5.46207260667198	5.87698952943759	5.89020159032116	5.81968788566488	5.560348687672	5.68832135373344
Abcc10	3.18138548646629	2.65365878062526	2.87701503588041	2.87195411825654	2.54038596021286	2.68459225281335	2.8050333588796	2.42931943737114	2.88800328963671	2.81348382116057	2.49986762827472	3.23481743725283
Abcc3	0.919912650579626	0.879727874032914	0.712419016050386	0.685399123585002	1.25286802176639	1.06046688776002	1.11016069389313	1.18988063551069	1.28935417666506	1.50447032459931	0.888523846383658	1.32345939594581
Abcc4	1.55096855333103	1.44614069436935	1.77752353798856	1.14721504386902	1.72217005330122	1.83018958705651	1.55995686848831	1.25707298865174	1.7579676461643	1.69616283388513	1.92297077362394	1.49045393897214
Abcc5	7.43112082988773	7.47762962641931	7.56667556534399	7.50307342341189	7.40884747439356	7.49679358717083	7.44042981333014	7.50062919926703	7.37095848714097	7.5480504013271	7.47101625075719	7.56845761250253
Abcc6	1.01641717373441	1.3580008959392	1.0704290268861	1.5206744020836	0.986986965922408	1.56623815164973	1.05267380735163	1.42883170192553	0.971411517028656	1.16927985202304	1.15657202317129	0.843718550058479
Abcc8	5.60384681303429	5.70903970752777	5.45628182014787	5.3824098669266	5.42804465824193	5.78782061242331	5.4925457556034	5.54866893380471	5.67474040197059	5.4103515951579	5.51984165608837	5.60177624507407
Abcc9	2.4430110399571	2.97999361448203	2.66419208523267	2.68298069653087	2.46002550085666	2.58435328923706	2.6817466601314	2.92356845968168	2.75101412016797	2.6662070864671	2.69022178513744	2.76912047193883
Abcd1	5.07221783666324	4.96818394775468	4.97477281978415	5.08220093861009	4.93867265912643	5.00077895148388	5.13230934044614	5.09028918145997	5.06383501000499	4.94548473119483	5.14813420353335	4.9065269994698
Abcd2	3.12473634440348	3.93367730210823	3.24984906467205	3.14348140458958	3.32262635702896	3.83889083487963	3.25623029798445	3.30001274492345	3.80765615901253	3.27464861376344	3.3384783814607	3.62300631928237
Abcd3	6.21017495172397	6.18603240103471	6.03695324347383	6.22404757928025	6.30653878469253	5.99387620432378	6.36956103807012	6.353107029185	6.21467237724208	6.09321449647848	6.26721902566985	6.18092717775692
Abcd4	2.18885563588362	2.49778121541367	2.29598138344136	2.13338462889936	2.28336263153351	2.39472267494011	2.69608191656362	2.02262369920008	2.34031958186166	2.21008406234858	2.96541754205193	2.52355381528132
Abce1	6.19639317161957	6.29663903358824	6.09396219849795	6.22035780879313	6.30175958686826	6.25628268860638	6.0304994235396	6.21265897297864	5.92592241981612	6.11939792438311	5.99291999669352	6.09913740609715
Abcf1	6.22433399080272	5.98308047428915	6.06719636272681	6.10613492324301	6.11783535195311	6.04548413573826	6.23527113005166	6.1497775153008	6.30984937376951	6.16319361910389	6.1601084762316	6.09374769657888
Abcf2	7.52814819424499	7.50594138092663	7.50581450861699	7.52765665265566	7.52654476882435	7.47285971688592	7.6269571476555	7.55445127438898	7.64972190583507	7.52115650062391	7.6119319877514	7.54327007832071
Abcf3	5.9393828374995	5.91169544991583	5.82185957920759	5.76532473653769	5.69316020950223	5.73082572948351	5.79836694602563	5.88403510203002	5.83629999598341	5.745272269303	5.75880549639194	5.78687022656814
Abcg1	5.22201861138925	4.95380945925146	5.09209498080643	5.0759000578408	5.04974125935672	5.03768053415131	4.96727799684348	4.96555720384733	4.63655560707494	5.01944703388514	4.9542575156572	5.05276733655603
