CowO10	CowO11	CowO12	CowO13	CowO14	CowO15	CowO21	CowO2	CowO3	CowO6	CowO7	CowO8
Actr3	8.92510960207926	8.83047219661282	8.78572714049684	8.95138159770375	9.12877319723052	8.8249912982717	8.94286979592971	8.85919748351717	8.92441497154278	8.85414648705141	8.85702034786097	8.82404921627503
Actr3b	6.61694119793235	6.63281697607329	6.69265211406031	6.50960026695406	6.53985813919512	6.71133501157261	6.49124134621558	6.71746916076277	6.51477400115626	6.54501502752576	6.55717070463082	6.66587729304926
Actr5	2.1761101333427	2.27024748754192	2.31777288496598	2.21622373257548	2.06719015916359	2.14565994619295	2.29605778409671	1.28497500907082	2.41071928494615	2.62001181033339	2.36973982339323	2.21845192915188
Actr6	4.09062354176635	3.71264040524104	3.52938352264458	3.57799649817713	3.97598047836306	3.46384963235911	3.77142899130344	3.70778998225807	3.61130606533239	3.96145818315709	3.44366207148215	3.83218452495425
Actr8	5.70858276688572	5.47417777346868	5.5766475691552	5.54732103298377	5.6473110076666	5.57378480223873	5.64209744415505	5.66199337551821	5.46832856800522	5.59072354932249	5.6238512061271	5.61749562584145
Acvr1	4.10968950429465	4.54948431184028	4.40467384092251	4.72457983531724	4.51161274002072	4.46444649179067	4.61844180943525	4.73244260625131	4.58577232972826	4.48528918849828	4.64350798332465	4.48381748961803
Acvr1b	6.06263484646333	6.31698933781912	6.23381135353359	6.16610238701799	6.18758951921239	6.24177330653492	6.12466898833831	6.31432647793011	6.24717095425158	6.18825542838698	6.13441790878807	6.32261757201326
Acvr1c	2.7988034534597	2.96853239117673	2.76186364291586	2.65085481996193	2.72899145546925	3.1829519262878	2.51876226791042	2.7687737201803	2.23012677384129	2.85661245287539	2.80827732878807	2.38618645086385
Acvr2a	6.92277495884947	6.78988295339687	6.74367463535904	6.96157440761925	6.91068371683507	6.77041120640227	6.91496428699792	6.98444445615129	6.7960431967271	6.8604428507227	6.79513636930509	6.80649824652142
Acvr2b	3.78934600422661	3.86213698003675	4.1090061684495	3.86813899499231	3.79840631248941	3.98508685335518	3.47494893205136	3.74748454504209	3.59883726918666	4.20660130238727	3.56472471110733	3.75802997612185
Acvrl1	2.19019755671169	2.47558637266787	2.46677867256806	2.28810824577173	1.73048941411581	2.03170737848772	2.57069455885165	2.31132418901006	3.11540672176541	2.8667686262439	2.52661510639714	2.42318817325173
Acy1	4.10046084898597	4.26564461341568	4.33062079180462	4.0074991914429	4.12579306541375	4.25171596254094	4.31199708254922	4.15132894055901	4.46484044738979	4.32990576218054	4.42405545779023	4.454694868695
Acyp1	3.35878424422414	3.63453712992153	3.35374370684811	3.30693272127249	3.57087119780359	3.37576315268866	3.6379830938233	3.61955280117045	3.34616913888175	3.20009114337687	3.71742552201059	3.59218089166143
Acyp2	4.23157933779015	4.50306703185143	4.51705362380427	4.61109044244976	4.20274637372593	4.32057823812158	4.45997429626255	4.59828782004332	4.47562528060874	4.51080961356768	4.51514132451046	4.33757151767162
Adad1	1.29790121669655	1.42289273847785	1.57199160273373	1.6757851697947	1.42235370163837	1.39501283128937	1.67107139459334	1.44438771174004	1.11452203920646	1.75143432651018	1.73137522616278	1.71661285071944
Adam10	8.07583491352141	7.85287022719389	7.90620459534581	8.00822901154787	8.08999431610421	7.9050776526071	8.04417582724569	7.96683934501802	7.94481308494673	7.98837443597588	7.99471921156252	7.86484720080219
Adam11	8.31281714177	8.24891960529187	8.24052340108254	8.08599415693515	7.94231079712151	8.25104385202123	8.20174602759563	8.10483301615076	8.18243416549661	8.26715617992737	8.24686961163117	8.23475445269169
Adam12	1.41898726262121	1.18999520691239	1.8347771769155	1.96742358848931	1.67262631791353	1.52485062076045	1.49206750969634	1.66206213579142	1.64146706374918	2.01311585135207	1.35785582481983	1.73700898492199
Adam15	4.16901165135864	4.09515333376343	4.19667427768019	4.25003014169487	4.01272888335735	4.22530535866315	4.18113537133052	3.93638289881126	4.11275632950369	4.14634614151462	4.24300813550116	4.11693980909164
Adam17	3.80722033876366	3.71376295987953	3.33548722203525	4.13429582046925	3.83886658987517	4.0292619149184	4.05871460438535	3.87925873408295	3.9910085343899	3.70318687325982	3.78037412668921	3.89311502827953
Adam19	2.89623385536401	2.5468127050023	2.91205642421729	2.75673543953518	2.6136940493328	2.8745527227743	2.7500927615863	2.76746630674271	2.45603387058015	3.19491187354766	2.72892462645476	3.02749842061975
Adam22	5.81244130692176	6.14832643403253	6.1980351809031	5.94734727904874	6.0545750516832	6.4122482139288	5.75671603982999	6.46653072369177	5.87451097224703	5.94133194519382	5.87368369390681	6.34773384351017
Adam23	6.79406739655932	6.8811327359093	6.96637093588672	6.57753854884381	6.67317741811955	6.97607900602065	6.33777939283091	6.78880666870193	6.5675848119286	6.59567407687367	6.54325994687647	6.52452877964664
Adam9	4.31350585917896	4.20884347404124	4.45625998343234	4.43124177251925	4.50568422398421	4.4831128993614	4.26881675121871	4.37256948344222	4.28144369844724	4.35903529573038	4.28427553239193	4.45487083220484
Adamts1	1.53227513501978	2.15316199083057	1.81079385757136	1.79165671631733	1.96339367747228	1.61842852602963	1.77107800355574	1.18003595372908	1.80570669105867	1.95938189359007	1.79861336082609	1.88976330281655
Adamts10	5.62435782946178	5.75100597419453	5.6729537246066	5.38124158855859	5.63011746542319	5.42935764147153	5.69128731205257	5.40869758136729	5.70819353675086	5.90293043596167	5.76257904837156	5.57614027807648
Adamts15	3.10801585829972	3.10141513925256	3.93354240503873	3.18233215390043	3.23739197790859	3.30679460174068	3.18117247178164	3.42242737778376	3.35185467629108	3.55494808638838	3.52501470875857	3.44758416919076
Adamts17	2.07587263941844	2.06170320303005	2.03845911419122	2.31573510301745	1.86505563033428	2.11223126921547	1.90231957128179	1.85292700715755	1.51824136298675	2.32836546572612	1.74480111589961	2.25915194559447
Adamts2	4.60637753033669	4.72028891481661	4.87475589444816	4.83059848447031	4.83913396824397	4.58105386842658	4.53525456692503	4.79024268835369	4.34587612988761	4.68574346628293	4.56457361336672	4.70300602417713
Adamts20	2.37672917697485	2.29333496509182	2.88660807158573	2.81954452776642	2.76476902371686	2.56338557409564	2.70608612579976	2.52443109044046	2.95935601720937	2.65695824245978	2.75546941561441	2.81872883822833
Adamts3	4.47629049166912	4.75838906687006	4.67982940057094	4.78561646342354	4.81028850632251	4.96819306054903	4.69809083308251	4.65469853778116	4.92436411284799	4.87757143837267	4.7367014868016	4.78583405719435
Adamts4	3.66256575326652	2.28247129106998	2.72877240403745	3.47479758438821	3.38676998012208	2.42573588443193	3.62134275779031	3.39999317736913	2.58801674934717	2.58137068706186	3.26230094637271	2.77624654928318
Adamts6	2.53974299415103	3.30335057908605	3.03171229720282	2.3817834850451	3.11049418820704	3.06343766400558	2.88207169122379	3.08712294688554	2.90988202282134	3.45268659731429	3.32323140579757	2.73682678188553
Adamts8	1.97853210843103	1.25857905358199	1.83026992244838	1.56033394909877	1.3393521565943	1.81678637728935	1.54877280675152	1.53759973203437	1.05516664750915	2.09759871122903	1.62910118204523	1.66402890730349
Adamts9	2.12316437024549	2.28572411027574	2.29854715045789	2.3819969352247	2.46293758314355	2.20145550768006	2.39365783626557	2.81302366407146	2.10644301164289	2.21298708488698	2.46357902442993	2.24425415979101
Adamtsl1	4.42593714693783	3.87724846869286	4.30340950206157	3.54662453793072	4.26387615992654	3.97536226203808	3.68791365311049	4.45400509196932	4.17418663334259	4.29867718504515	3.76867501393691	3.58719281910228
Adamtsl2	2.04571147542088	2.39121922119304	2.19793677887858	2.24729400811445	1.97043762317301	2.14624474144755	2.1315816339476	2.11004143699267	2.25660551417928	1.75034976550348	2.32065091361066	1.83635871162601
Adamtsl3	2.53614955566318	2.06006937451903	2.06943965564335	2.59493797199283	2.19481304817229	2.45882890508159	2.274091636964	2.1973860002026	1.72444705864287	2.71022752574843	2.08036148247632	2.163705550235
Adap1	7.89523779324268	7.98536002577692	8.02769823824577	7.9366315409127	7.82108565347661	7.87317682349116	8.0119177823891	7.83561277777135	8.13781416203166	7.90402988793578	8.01780891589652	8.1041831610431
Adap2	1.92190205287438	2.19509450693133	1.26421267920682	1.22826613453791	2.00859790740866	1.63452943760554	1.90605355549044	1.71873331952235	1.335258429301	2.04226746790054	1.75223400946357	1.92607514132008
Adar	7.40697698062119	7.23677086430093	7.28247054232942	7.29927273588759	7.25547719959361	7.37247097833669	7.19016439928989	7.34353053772638	7.22657439039103	7.25672924564458	7.17462173902738	7.17187876053572
Adarb1	6.91101720177525	7.34291825363262	7.40715931487675	7.08462590184579	7.12456746492045	7.27454422279152	7.00630211976548	7.10316245276968	7.48025243733559	7.14799637305704	7.12842062003364	7.36730688692215
Adarb2	3.80447587597647	3.83774441875943	3.81448414835081	3.37004279176861	3.40144913582385	4.07702312402898	3.36280449269035	3.69085827624343	3.68376381357825	3.88215197668166	3.62318552790176	3.32878804641928
Adck1	4.20114346082661	4.12226653900796	4.30298976759534	4.18833251362267	3.67278334399374	4.03799930762412	4.00186291865871	3.94655009803448	3.98254166071807	4.01622118978277	4.0506318856116	4.09870915547795
Adck2	1.83851856844974	2.0499612264731	2.1236452976911	2.39909328020138	2.13022391880098	2.03262791711922	2.42900876354772	2.25367105572097	2.36674760068866	2.27219362670193	2.59792197100135	1.7813540025984
Adck5	4.0049718842409	3.96409508161903	3.65741378309416	3.74364308485499	3.74181104923525	3.75689112531844	3.9069404818522	3.83011729359933	4.14073315386272	3.8343311131276	3.8150589654351	3.60573085806624
Adcy1	9.32246983751778	9.81964669803991	9.89269593462319	9.47553922591491	9.5486034902424	9.90275324150877	9.15602198970502	9.49775830493443	9.7031881026746	9.66476728257984	9.35707178899211	9.64302869704831
Adcy2	7.79202757332418	7.94424055964579	7.86850298464478	7.87908114793277	7.81782485490981	7.90797833675201	7.79577247988135	7.95166346678757	7.84489670600717	7.92139612958911	7.79795401177421	7.86717971998833
Adcy3	7.14500623283928	6.91056400589856	6.95972058014738	6.98967840860123	6.93315757488586	7.00981855238047	6.96707450572939	7.11158522800455	7.03588946772009	7.10684451775166	6.83934897523324	7.03581555402939
Adcy4	1.77611750016475	1.98106637259432	1.21705280091752	1.68267093118541	1.31098004136887	1.90132258582814	1.86655200932073	1.5740492019008	1.85486666402398	1.50769406277901	1.76091249858762	1.60720719223327
Adcy5	8.44874035883128	8.49914934607241	8.65770755500359	8.5220236998135	8.62069361281037	8.42224670472952	8.45381136410732	8.37017429544272	8.64861506481873	8.51077631729834	8.51541864899271	8.42893487338004
Adcy6	4.02946273642846	3.82261137761841	3.86370278254652	3.74196734492296	3.63978666749997	3.87131531079631	3.73632799516195	3.94426539601749	3.50582448076677	3.71183014864412	3.78740237259153	3.75113785883533
Adcy7	2.15812486457434	1.43382574554032	2.10246437333327	2.17291734024035	1.73180869726422	2.43429945118974	1.61536276854517	1.78513638926994	1.48969349619793	1.7805134752377	1.70222407356414	1.82853315867084
Adcy8	4.91107124769023	4.57990229081587	4.84279679820181	4.99931816021179	4.68648112116235	4.93473267656092	4.7844304988162	5.15719127097218	4.59143870916844	4.76692880747359	4.76138533365198	4.76758362087424
Adcy9	6.44583067697012	6.52484679874803	6.7387581341265	6.38651059739072	6.35761847952667	6.62728734677224	6.1698338621294	6.42063383974475	6.46523813753396	6.27763219201589	6.27659810184741	6.59771255256185
Adcyap1	4.42234839802617	4.44132474519165	4.46119516270018	4.34026391524597	4.73500437953185	4.91115323880957	4.51556093425597	4.91380026782864	4.12269978421471	4.69462101560968	4.68959752684541	4.61795872559504
Adcyap1r1	6.97027330794867	7.15095292794858	7.16017882431024	7.09866155571158	7.20600728010691	7.10201828331312	6.96396290877531	6.81039705374195	7.00021526939853	6.93094488499277	7.1037758330616	6.9260954768793
Add1	9.00390405854032	8.94213540184712	9.04735677525634	9.1484615817252	9.01497422049901	8.94616647592288	9.09053423959195	9.03697818726343	9.0118157320009	9.05891969396134	9.07233811459443	9.00383172245144
Add2	7.84284797422515	7.99631929935522	8.1566729776267	7.84190936010582	7.91705463955725	8.08549054979617	7.54614084542814	7.90512017947137	7.7473443192515	7.90604692102155	7.67657056975375	7.89525667653167
Add3	3.64096667114174	3.68018435380843	3.81706063124784	3.57269674807172	3.84466636691769	3.71937590221232	3.90209556862627	3.98092577422529	3.97978785871742	3.58053408497341	4.12115947328533	3.60382214461898
Adgra1	5.39697113953613	5.43451203751594	5.63743747892912	5.58765474347851	5.36193981524575	5.71924203824319	5.17517390286944	5.26255100235094	5.12046730220315	5.5194650643366	5.2083927970191	5.66957065906521
Adgra2	4.630778871018	5.30405742718261	4.90784477847101	4.78057185914775	4.82979539417042	5.10399472575204	4.75184352501885	4.67612360404416	5.06232678630523	5.14831757194939	4.99167192572022	4.58752777402863
Adgra3	3.3100949355821	3.66689125823729	3.738883056159	3.45573872939513	3.87015440043801	3.40450807009077	3.45891052288489	3.30208771805824	3.48503327513589	3.76099027363754	3.64193801434454	3.43274713886641
Adgrb1	10.3637980960488	10.5723975138814	10.5104053947991	10.382100543183	10.2373043092652	10.4220182726684	10.4347750948587	10.3146543397794	10.5560097460244	10.4894191881143	10.5077668341232	10.459429029238
Adgrb2	10.196692584758	10.3254115268115	10.3018873384089	10.2918373161661	10.0895017576341	10.2147976037952	10.2588913908826	10.1174280928468	10.3774829732892	10.254698850506	10.2893304311797	10.23223790079
Adgrb3	8.03290138737408	7.8422366255868	7.94137654239475	8.00203919694441	8.00131019204485	7.99914849748068	7.8926124802181	8.06867759589146	7.88072877000174	7.9308378736499	7.87992429240984	7.80704330627716
Adgrd1	1.72478577518278	2.01241324936688	1.95654838771286	2.02073245186439	0.991547596274241	1.94132498562473	2.13691431799916	1.59585542099301	2.13731308367723	1.96539193539694	2.4975080755522	1.44215309398875
Adgre1	2.32643783396573	1.8451349914242	1.74853128359181	2.13813255227161	2.19224099266206	1.50917471830705	2.201894387895	1.59901448462795	1.58262079989608	2.83239664825644	1.89856221708361	1.68560373219595
Adgrf5	4.51732862666548	4.96814477461255	4.86578438809659	4.30851740248571	4.53061221942347	4.91388641829295	4.50305267414471	4.59521722504494	4.96147762226803	4.90074946449016	4.71353016208258	4.80603294068962
Adgrg1	5.69087686639199	5.82886110346488	5.89175773055309	5.84537167645714	5.60197797604321	5.59481743063266	5.81706066471139	5.80559639079503	5.94602153531206	5.81803137212446	5.86935069354974	5.65243294836336
Adgrg2	2.33429334787927	1.3532320360122	1.01241564795307	1.67818109299166	1.24770058075039	1.44915409394924	2.10807128527957	1.27568624885457	0.642332813126984	1.84525140949421	1.88732447450598	1.35118310896823
Adgrg6	2.44087252103995	2.44334910805744	2.18148252465218	2.69442744302597	2.77182490916971	1.88446673742234	2.86691360712354	2.73347333997883	2.11130344499812	2.2589823776067	2.54972740616695	2.77258123894964
Adgrl1	9.99328550121032	10.1956896786661	10.1923574401696	10.0427548426143	10.027919433199	10.1210065490745	9.96579379255484	10.0002008958239	10.1093529374786	10.0546381757068	10.0407620829735	10.1103835494684
Adgrl2	6.26390342919717	6.30444331003837	6.39283635650896	6.35538516949117	6.30607743083245	6.23241372494393	6.08333763089561	6.07798091397514	6.20054176633224	6.32788686415884	6.14823356796595	5.99360614925924
Adgrl3	7.2044351448403	7.04934649175848	7.13518201958382	7.00594179647316	7.27105779353601	7.06053645666145	7.10270529117452	7.06499502273622	7.04526685635321	7.04250465686196	7.10024484087854	7.14791388141762
Adgrv1	3.61315713705849	3.19779112985919	3.08642946346829	3.90118924206691	3.3736847970301	3.11070633293148	3.81077997030223	3.66183329281214	3.37218272897362	3.38260136247076	3.38743640340112	3.51988752713545
Adh5	1.89961070960851	1.84824867154287	1.44214030950033	1.42620503198104	1.60662898856872	1.78365690229496	1.57666559263768	1.72407449967614	2.18476357873862	2.14364962548026	1.49932929798385	1.10983914419803
Adhfe1	4.91496480335547	5.19553001629429	5.35125128457698	5.08893710564936	5.13661816178709	4.71921771180574	5.25498777486004	4.65517554764011	5.60788657594529	4.95835070039449	5.32237633946198	5.26470464084335
Adi1	3.41818751404123	3.32010023074147	3.29232141044165	3.28195132909039	3.58649236303906	3.38606012533433	3.25131184901689	3.29552712285615	3.19873681179281	3.42880570137737	3.15917152674899	3.43588045306014
Adipor1	6.60253014259252	6.66613026384422	6.48701414575767	6.62653766196558	6.62858994371134	6.58081136803299	6.77616619221933	6.61281138550157	6.72412216512378	6.58256256721988	6.71453793752295	6.70683353466204
Adipor2	6.48504237655458	6.10978027969502	6.19849830378849	6.14376640894389	6.41235586548021	6.31857487964328	6.32650306311539	6.40349925108568	6.22239846329154	6.01335327479156	6.31214564461025	6.26575226193947
Adk	3.29466303494773	3.62420773172449	3.62995293296657	3.20819803408699	3.58040533668936	3.43878456856051	3.34659160248877	3.6458161470602	3.55866963647709	3.22432969331798	3.53685682122176	3.48575173559469
Adnp2	3.99112416363964	3.84102942145992	4.27301220832931	4.10709527997574	3.96005852850509	4.01397090649375	3.80136329450783	4.07655486790875	3.6718981935299	3.83993150408876	3.93560130803568	3.93750120094458
Ado	3.87819542270197	4.22989775044462	4.14626724595698	4.1066004458669	4.01104873489278	3.93053881497171	4.00547810150643	3.73429262159283	3.95369753760157	3.89617397909753	4.10369973799398	4.07041567472669
Adora1	7.14787405168515	7.08498998316529	7.09967223665199	7.05207013305951	6.86830750162562	6.93775094281703	7.07646237897032	7.03473464734136	7.17941901002717	7.05307424531418	6.99729592763663	7.14285194668112
Adora2b	1.49330368215321	2.12179905518735	1.53315590581144	1.62886271796916	1.55277568130906	1.71060853975027	1.7305206843773	1.65196005052391	1.67639767508145	1.53117086318952	1.80927677795215	1.67779670372684
Adpgk	5.02524940365207	4.63655473423204	4.47410155468004	5.60403892883068	5.23344374414391	4.74003692955044	5.16977219243732	3.99689153501134	4.26046078983469	4.99576219253365	4.72858555527171	5.11288585749871
Adprh	2.03414583716376	2.39284471830319	2.37674021279694	2.47971592076578	2.06585040325557	2.10813822225826	2.13694489964981	1.73062352923381	1.7208815801832	2.40279634539119	2.16487811403236	2.42925146460989
Adprhl2	4.17444294480058	4.24863646296616	4.29726525049982	4.1020507566781	4.22393304198995	4.21981364965201	4.19748389147458	4.14706384392616	4.14385597916586	4.17752064062134	4.29057060107212	4.29734583880979
Adprm	2.23452568321776	1.96264696344205	2.390989080652	2.28944644088892	2.50805031695273	2.27487226237462	2.39134307326527	2.38864949341315	2.34868949919436	2.31956150889228	2.33919698301313	2.6522519782663
Adra1a	3.83548453994853	4.26526970677093	4.26542340725531	4.13624648367959	3.87523825545151	3.94424102005197	3.41285523493614	3.75727903431809	3.55239804464681	3.79404088382049	3.55374805299311	3.65923415784766
Adra1b	5.86367308224747	5.89954417034596	6.19255970258913	5.7566511564905	5.45233125963904	5.79619562915815	5.80935014251296	6.04095209212029	5.86446104800605	5.93861569852526	6.05616759175022	5.7155322490331
Adra1d	5.59696209403991	6.00506938759696	5.91309676522421	5.73073550097981	5.42963125702399	5.88121336031577	5.88121696797068	5.65966658090973	6.04617503164004	5.68528985098115	6.03592556830876	6.03505780501752
Adra2a	4.1264356345639	3.62417113773751	3.77910487841539	4.03110684267612	4.0699824977645	3.85908396228856	3.90515971512187	4.12106844369811	3.87114096241546	3.85244990847976	3.70350360420407	3.79232540063338
Adra2c	5.38848942485908	5.76252059762819	5.71419883086722	6.01359622803735	5.11132698908714	5.41371261807771	5.91866849673657	5.30079151108027	6.00402176334631	5.77167578677299	5.88620988253581	5.79345659410703
Adrb1	5.94888182615414	6.51737885437759	6.41186072172596	6.08281877815217	5.99020416134681	6.26486276161253	6.24399032905382	6.23911905126265	6.46756405389315	6.31650723574625	6.45764376913915	6.3540785929872
Adrb2	2.16253924278823	1.95853571607324	1.78158108071489	1.84261967995406	2.28046778004237	2.15859043946006	2.48668452940521	1.97104975666404	2.73577530943552	2.2879046302344	2.33249299499481	2.34125489503369
Adrm1	7.01489523899442	6.76254839307985	6.74338030457873	6.76698982070099	6.69662667850965	6.56845594997977	6.95197672032691	6.74037931826831	6.80210230076194	6.90720167011312	6.84362436187827	6.77538282677341
Adsl	5.64003716649837	5.60456591411695	5.56067490219331	5.73319092169541	5.70742692230931	5.53314151081042	5.7178543059756	5.68591073807842	5.55712280200869	5.64730409749617	5.59762111559886	5.75790891605933
Adss	6.27888583435985	6.196614762956	6.0848324572309	6.27326701576281	6.2640613029344	6.17857742222373	6.37764625544934	6.38712793889401	6.30994884458905	6.19106988491009	6.25328596771839	6.31257000375464
Adssl1	2.07121638695011	1.90414517433837	2.27444791312227	2.14521736919961	2.19302208964276	2.30052075517226	1.86589204524952	2.06233051124408	1.71652661766195	2.32680960922999	2.03567598926351	1.88281324121473
Aebp1	4.70166602802149	4.87262297719605	4.66359276091485	4.97651465779385	4.99236572846605	4.60093146552668	4.88838090691608	4.41634280697902	4.7226342703614	4.98935870230853	4.94555106135422	4.2889993152713
Aebp2	5.40333048792998	5.58748723700978	5.47107618886732	5.67185780847321	5.46314511159532	5.24997401545803	5.56015129217067	5.49073888090652	5.42837702639203	5.40346544901363	5.45857460382194	5.5792513666412
Afap1	4.13378355373152	4.45851178096305	4.09000097654941	4.02022019282344	4.24743723781899	4.31094882645573	3.88007256964482	4.13862241493773	4.04892199356312	4.12387402676659	3.9837122884042	3.80485983899248
Afap1l1	3.36868752428082	3.41540558296067	3.49081575976191	3.29417952674248	3.08420518321717	3.62612189486303	2.99833746070658	3.07380535372651	3.35002077654422	3.24766734427839	3.08578479434696	3.31332891295665
Afap1l2	2.17714883218591	1.6748015590665	2.50040254692031	2.07078387793238	2.34413841662184	1.9582084938703	1.95893247578489	2.44749287218621	2.35964182607011	2.39215090301897	2.07693143041125	1.72568920996334
Afdn	7.36815941785213	7.19234058648328	7.26399687636028	7.22931452636143	7.2377245672933	7.47648439831947	7.01974337361018	7.45012359507481	6.97329481671226	7.30878770185872	7.04300632847095	7.10330697635804
Aff2	4.51416963169263	4.46023765109665	4.515257195558	4.57684899023592	4.48430791717958	4.57859578117098	4.13560607822514	4.57232067323793	3.94214101282257	4.36590326014067	4.13001233801278	4.35189314838768
Aff3	6.11093533843181	6.23526678264438	6.30719347938244	6.17905462951975	6.20994422874246	6.00210255093829	6.00053273993099	6.01111597694235	5.95399677980021	6.14495839744532	6.00340302535573	6.21146792348139
Aff4	7.71294467358645	7.85201600158493	7.71554956039498	7.80118070964308	7.93150072960247	7.94681012054929	7.60415908728735	7.85353618534421	7.5787214401522	7.66113167574253	7.63577694439273	7.67801861576338
Afg1l	1.95221090872533	2.13596320814989	2.17990123578434	2.12488335507618	2.16397458545746	2.26705623960034	2.26297982270072	2.15898525754824	2.39760305651276	2.08880365343807	2.25210121505658	2.6052003743028
Afg3l2	6.52895008508496	6.54297427013898	6.50560300877238	6.46926918368364	6.58779051896808	6.61417261028551	6.56326153256569	6.59715139329211	6.51889874717681	6.54135699570817	6.58574338731826	6.59696184020335
Aftph	5.98232266525868	6.18089081158318	6.07577692377889	6.10640967219607	6.14527288319659	6.15032405604826	6.0303547842234	6.18836888774141	5.98425727289965	6.09710005785896	6.03506355624962	6.16248068781933
Agap1	8.05737876444924	8.13259239809592	8.21899812568167	8.12526396410701	8.13728360880724	8.1088821430102	7.86997550911785	7.98738317050751	7.94269577167105	8.09560338504886	7.89821739127292	8.0504791134572
Agap2	11.4376476954426	11.6366790608501	11.6233165221924	11.4054343812575	11.4872221587705	11.5454585577007	11.470036815017	11.4002992605209	11.7626481766079	11.5896423844685	11.575998760836	11.4612009605877
Agap3	9.25027413795408	9.29055712194875	9.41452592979451	9.16728372134713	8.93438448441645	9.13372579105157	9.24384584264648	9.12885648571053	9.50023673457946	9.34555762857881	9.31247858406177	9.21407389084852
Agbl3	3.30197130273763	3.27856332870516	3.06653673991913	3.38878886231099	3.42309872421459	3.03349792737363	3.22207510342205	3.24061334026435	3.42042268434896	3.21496500868732	2.86839515783628	3.38869531703729
Agbl4	4.39536246110968	4.23002590234021	4.39909913626665	4.25161905903517	4.19758310776558	4.48074885059837	4.2897597141759	4.56964270747845	4.47045099454993	4.21760199416805	4.34604621834025	4.32645207980724
Agbl5	3.91218531146049	4.08614547322643	3.74183525590386	3.86876917751782	3.93195763229448	3.79316728050312	4.00722355636109	3.80284361147967	3.97699279280235	3.97741258938498	3.89942006403138	3.95788717466395
Agfg1	7.10170192086039	7.1592421600615	7.09895561231818	7.18374148472775	7.17848578177095	7.16184289681492	7.15437384744045	7.24135685933487	7.07003574776923	7.23644379528923	7.14968931702544	7.09995035983864
Agfg2	4.07661047656542	4.35026327909831	4.68766839033061	4.55792202419201	4.60524306448639	4.72784930422224	4.35538254115338	4.50524561711094	4.40222463756973	4.74682048936326	4.57003936576617	4.55750766202342
Aggf1	2.57596664621953	1.9016862407313	2.11648958728517	2.00838009193204	2.32299194022219	2.32551969699934	1.90352637007118	2.19759417384385	1.72503787970947	2.24856754423252	1.78004029345267	2.10536436292621
Agk	3.60540868079093	3.52341290329774	3.78471818200499	3.84369915631327	3.58714031915947	3.59338110955998	3.33942489208148	3.64058806928757	3.52322531351127	3.51621468515237	3.20115176235098	3.74968670253464
Agl	4.76565310564353	4.80293054528902	4.69255818893411	4.9545009422878	4.90110491628086	4.899326257987	4.82627043107642	4.69169743829578	4.78555865289086	4.73317736294588	4.79700132845761	4.74312968587208
Ago1	6.90308064429956	6.83085146816079	6.99855843629157	6.93319012791569	6.83786140483952	6.96690213472806	6.81182755554936	6.95105419559696	6.86751169505012	6.94011140888905	6.79736264003325	7.01125767840972
Ago2	6.04450876632178	6.48414412094139	6.12381541212524	6.26489539854409	5.90178364461852	6.68995069631998	5.76096164773514	5.84514981480876	6.17646283671534	5.85862081632064	5.91895963248939	5.8828876329098
Ago3	2.95603324465294	3.48439135785518	3.52305508703358	2.77223723317661	3.07681084271222	3.41505941150904	2.69571616231013	3.43525355414848	2.9239463108699	3.33997953002697	2.83340110211371	3.69226689718683
Ago4	2.319929231149	2.75631995502931	2.69247633349661	2.63229809845995	2.6086867158913	2.42514114425591	2.2181351931035	2.53404362816937	1.88682275522287	1.94483244864493	2.32863508218286	2.63712682249832
Agpat1	6.95186675277634	6.99611677630164	6.99147673421095	7.00995071971918	6.84699855709475	6.85668572517125	6.9531269247378	6.77309360647685	7.01527909607282	6.99150328172654	6.93549873778032	6.92539837443823
Agpat3	7.29516984546718	7.44776731764863	7.44779915687581	7.30378943036717	7.29524153394576	7.32128179315063	7.31947302157088	7.06463362479515	7.59562810567848	7.32645366720409	7.38795237313945	7.3203015903301
Agpat4	7.15185060674415	6.85922090104757	6.90236747969148	7.1050566256569	7.07737197421794	6.91851433459411	7.06361500623681	7.05276807016849	6.7657814926739	6.91183750445098	6.97127756108995	6.94131501026504
Agpat5	3.88941687211415	4.04818177238377	4.06568544582255	4.14515790830952	4.11123522207171	4.19991916525116	4.01547577659025	4.18591508492424	4.26352229344094	4.06869445570343	4.02146019897297	4.08338135979369
Agps	5.69118544341151	5.63572803243877	5.58652598158702	5.64162518462647	5.67516567691239	5.87560192049117	5.54500293754949	5.93202868882589	5.51913953964131	5.58371890518651	5.60013843852996	5.46917606794673
Agrn	7.34395823758166	7.53234358199799	7.33593131190063	7.22540200699069	7.17080436832852	7.39660924955356	7.24189381732108	7.24634013730729	7.3870139148045	7.48102792782508	7.30188026085662	7.19742399420127
Agrp	2.98816629222392	3.09058506741902	2.79476618574995	2.9199521291979	2.40190913167192	2.73813460486079	2.79762581217389	3.06962146669947	2.91140585136371	2.80547426628963	2.56036176200046	3.05356379881029
Agt	1.16567221595072	1.57727485566722	1.26102590366086	2.21451554461624	2.19166526211353	1.70697740146357	1.91579776511068	1.43820018511221	2.08849438855048	1.79444453015028	1.46629296249706	2.24208132922901
Agtpbp1	7.28906263065978	7.23072896007821	7.23860479278202	7.29839073023204	7.21515527775338	7.28338210241901	7.2217224710665	7.33757397032196	7.33034284592384	7.23810448970871	7.17541522590477	7.21643563390624
