egfp_coca_hdac5_coca	egfp_coca_egfp_saline	egfp_coca_hdac5_saline	hdac5_coca_egfp_saline	hdac5_coca_hdac5_saline	egfp_saline_hdac5_saline
2610008E11Rik	0.783670912369367	0.379382083989426	0.591580775611183	0.867857398942098	0.984209818845653	0.974333254603854
2610021A01Rik	0.728166774880056	0.0937415469989789	0.602352501171671	0.378837166762424	0.995592594536364	0.488710214904164
2610301B20Rik	0.952217465338713	0.95251052447253	0.671024886862236	0.999999999382543	0.918705135533523	0.918312339175604
2610507B11Rik	0.999978638164381	0.983261051566601	0.995044307353095	0.987891513731472	0.992315225969856	0.931555223692532
2700049A03Rik	0.57660597059058	0.999745406590204	0.445360119587539	0.529220034157727	0.994177423480599	0.403577872234668
2700081O15Rik	0.439095466411279	0.999967249758114	0.146021908375959	0.460901695395054	0.825316864290212	0.155120327545708
2700097O09Rik	0.985296555852134	0.985788519182885	0.704217670400193	0.999999974816141	0.515248985197137	0.51738496637779
2810459M11Rik	0.545824895626435	0.162058682327641	0.908207176470321	0.759851502943701	0.88898110307686	0.382006372986838
2900026A02Rik	0.629302018792045	0.953039976803468	0.95726892966955	0.364812382953295	0.37246431118543	0.99999794035091
3110040N11Rik	0.998037755859552	0.985526729170926	0.551437169157645	0.998179772278061	0.647071169464742	0.739812665594936
4430402I18Rik	0.983588558067682	0.439060873344434	0.905764525394585	0.628778195049775	0.988418950566635	0.799382745740031
4833439L19Rik	0.486357536172686	0.710321356597083	0.996768860255571	0.122232981867501	0.596456664266074	0.596751221870703
4921524J17Rik	0.631717694389087	0.222930263549558	0.511378370244364	0.801475681028281	0.995990626672481	0.898490724212467
4930402H24Rik	0.791392415028905	0.473853376782008	0.996359017213993	0.93408908585926	0.677352076139252	0.372330997514007
4930430F08Rik	0.905621959935606	0.909294704047268	0.687116156740021	0.999999584344678	0.967260655213467	0.965157089162898
4930452B06Rik	0.0345696848908484	0.138211008896694	0.118837161590089	0.761256363872962	0.816326264595856	0.999505893985268
4930453N24Rik	0.536852018004663	0.999999994287369	0.999997878781412	0.538175024717545	0.546386978548433	0.999998646592024
4930563E22Rik	0.704155761226789	0.753192165435089	0.210649129200809	0.999713186478439	0.710408416533013	0.660223377663475
4930590J08Rik	0.602175035167386	0.996308042051172	0.828668383528274	0.720809588527905	0.973097264582201	0.916390503901136
4931406P16Rik	0.986801615895195	0.872572349089363	0.605719124218478	0.97255727552355	0.431537013775657	0.256729760427742
4931414P19Rik	0.997755165127943	0.997904298767674	0.817724633582547	0.999999972595005	0.896228294846381	0.894652637892494
4931428F04Rik	0.780868105364261	0.835292378704031	0.694665300048549	0.999475377841342	0.998410943564857	0.99251976299901
4932438A13Rik	0.138480391676445	0.991040771624224	0.999825768235661	0.205337257968127	0.153934983191813	0.996379049983419
4933428G20Rik	0.867678772277784	0.906873073370975	0.970558096953713	0.515840465324689	0.642908876946519	0.995332858853779
4933434E20Rik	0.963419215150485	0.966832335804626	0.674080550490884	0.999998319994774	0.903782409452314	0.897725873686722
5031439G07Rik	0.902721390357102	0.988729131975588	0.874171733602389	0.982052288227664	0.517989941657837	0.720524342927479
5330417C22Rik	0.0138325437962895	0.308686365497143	0.607787495499826	0.186518429878141	0.0793386422451572	0.924986052910153
5430403G16Rik	0.999541291047475	0.999802038788256	0.744578884893285	0.997549496146735	0.686719877457382	0.786440663319525
5730455P16Rik	0.804525656625632	0.944897905480508	0.908526289251183	0.507056653826224	0.447941504134926	0.999407762154295
5730480H06Rik	0.951050001628537	0.793765001560078	0.999097592279403	0.976908922637046	0.978355253118141	0.856765158396701
6330403K07Rik	0.984123502464972	0.384257876712222	0.999589724362228	0.562009094621639	0.994141227318736	0.432089030085392
8030462N17Rik	0.944621699460284	0.967691383837917	0.611301332310711	0.999642133887943	0.890355384131557	0.84936238734809
9330159F19Rik	0.999428247150951	0.667469738121675	0.894014950629781	0.603806544829853	0.846164491399068	0.966400959086072
9330182L06Rik	0.643245076762952	0.462254979421141	0.954573126514452	0.0966256335206955	0.89754912180093	0.249346007861434
9430015G10Rik	0.999785609569036	0.999999954493329	0.904290169507325	0.999821622630129	0.931883704409433	0.906068690992608
9530068E07Rik	0.999848064697766	0.758465505963655	0.953377067765148	0.796237677062387	0.933205011259381	0.477271021316322
9530077C05Rik	0.914712020689215	0.820641609764155	0.375991540122638	0.99566512429186	0.715066748271263	0.831115112903291
9930021J03Rik	0.18928053772589	0.997140117286094	0.87332351906943	0.245568168889855	0.0662102575131326	0.781368799002706
a	0.562791678426535	0.994165578070836	0.962200782441211	0.432955306567182	0.820732060118157	0.884403124917882
A2m	0.570630534368297	0.620009892038972	0.724835008666802	0.999727437025283	0.991988331024254	0.99743014928526
A830018L16Rik	0.124105707194858	0.987836458502782	0.506935106274153	0.192811175629633	0.694641432653321	0.683502005901477
A830031A19Rik	0.0574137841421489	0.504729346896427	0.939009254089138	0.405362969090549	0.127717453791495	0.812685812358637
A930033H14Rik	0.59910623771285	0.703976352026504	0.273065691576624	0.997453980990744	0.896423755459566	0.814175258073967
Aaas	0.570316738566876	0.874137862274691	0.962478467030331	0.934980711917726	0.82667640942278	0.992161754199436
Aacs	0.923812807330719	0.283036540362312	0.6559359873344	0.571667771833116	0.341771576598714	0.0558337687262059
Aagab	0.260317247952082	0.988437465724111	0.996675952824807	0.384528487983662	0.337389016603371	0.999498093236053
Aak1	0.0490838551987035	0.990081545878475	0.516112041086922	0.0747518022923099	0.0071695724139792	0.369913529233565
Aamdc	0.988875715591411	0.425074244635066	0.476571143547688	0.587789411903771	0.332723718815834	0.056404018855468
Aamp	0.920364131897039	0.912235617948597	0.809421397210629	0.999994745879285	0.993011447503247	0.99469895526949
Aar2	0.965221870833017	0.470488337393893	0.99655219741138	0.723529258868899	0.993759720562171	0.581839487417958
Aars	0.962646647925898	0.819157297573585	0.993577541116407	0.562115871814184	0.996065534659032	0.683436247135132
Aars2	0.047626645042229	0.78588685886629	0.665245485200064	0.177515257450931	0.239292722120994	0.995779486890561
Aasdhppt	0.772594179073844	0.999996800053313	0.989743526999886	0.762032383915419	0.90810328407346	0.987626863479083
Aass	0.946455617742702	0.999999792883811	0.974062781377231	0.944255635852712	0.776213377787339	0.975462937268021
Aatf	0.182314347999137	0.721113550419937	0.0940923757238836	0.633512995352656	0.962372181573588	0.385865361673297
Aatk	0.619191144812697	0.769821676325428	0.931482519519603	0.992254084987019	0.912334676278012	0.980478079445089
Abat	0.999698059501645	0.978259190477522	0.999298465711814	0.989934574667491	0.999989505703617	0.992595720790091
Abca1	0.999407683142587	0.953033266986897	0.71557032727706	0.919315111685783	0.777115096510679	0.436651282254922
Abca16	0.204188697205537	0.945837238475445	0.999970440779268	0.405257482040981	0.216075274194556	0.956604730703416
Abca2	0.999834241126017	0.99212865798773	0.998741385552685	0.984147682312926	0.999848227509549	0.972821519595146
Abca3	0.919112212900156	0.994868412948555	0.832707378810861	0.97800048434405	0.493225326534629	0.709641872793588
Abca5	0.642482844403703	0.819766341661254	0.869034885675956	0.986518941634496	0.969802237996229	0.999505811150815
Abca7	0.569335135406831	0.15535287404347	0.589727415505416	0.0240518875540067	0.999980447896126	0.0252971605430273
Abca8a	0.998581244145735	0.985576731389122	0.934837676846226	0.958351474135441	0.880051770586181	0.994584227682587
Abca8b	0.987591637614616	0.81966607638471	0.983684090181453	0.647616777708354	0.9999871061744	0.629646380588045
Abcb10	0.36313869865367	0.999998695371576	0.175483324086018	0.356675702648642	0.940642729665653	0.171939241602484
Abcb1a	0.704723829955985	0.871969041563328	0.962701232101038	0.321029377896589	0.924037646229357	0.627028292669113
Abcb1b	0.964311033432478	0.429340513251889	0.918808449626864	0.241676117218094	0.700119022566236	0.770099034120575
Abcb4	0.648577327455844	0.986210220452917	0.94184428567957	0.826235231909289	0.361437290409818	0.809533805569338
Abcb6	0.429910096519078	0.244158584556322	0.16022698720383	0.0264234913949815	0.0172651808206271	0.988584525274695
Abcb7	0.952998285398571	0.999683998535659	0.890066572162721	0.973028220284187	0.997142105204976	0.923589102837524
Abcb8	0.995820818088268	0.98299420127024	0.956148596910873	0.998997607316669	0.884546887514988	0.823918512434529
Abcb9	0.991022210974023	0.692716480859785	0.939119543638857	0.532756113488057	0.99182212899054	0.392467696189753
Abcc1	0.727685852642166	0.920369747943985	0.998933535634149	0.973245035109569	0.649979719089569	0.866852779606741
Abcc10	0.97513815013596	0.997945776323305	0.979195992603247	0.933826600253383	0.999993927322918	0.941131587985913
Abcc3	0.519283969512918	0.199498240153015	0.0988780137131693	0.858489511777173	0.591159372518288	0.955116228240555
Abcc4	0.526352140440884	0.713138671488935	0.999982216096697	0.985855190733311	0.507321170158542	0.69343228357989
Abcc5	0.121968398165943	0.422248838975811	0.71488780551265	0.778121469521047	0.481252957989866	0.945625966549445
Abcc6	0.913386731431501	0.798970791544092	0.136629860681028	0.99296923231906	0.05488785619865	0.0378409178255525
Abcc8	0.980355456388951	0.996083524380128	0.778817405292834	0.930789840729738	0.936943507153603	0.660674222542066
Abcc9	0.894364950565971	0.165778841302661	0.986574206004836	0.406761289885306	0.981659021553285	0.258185281062966
Abcd1	0.166725412299531	0.993871072553791	0.917864554878907	0.234380920733339	0.37885712644417	0.979730209055799
Abcd2	0.990443109293452	0.88659515907203	0.736116590325529	0.74635869464642	0.878917242828031	0.359744624215665
Abcd3	0.868788832489568	0.994045467474914	0.870103096931667	0.746716076554908	0.468364908742344	0.954526740271794
Abcd4	0.184986727806597	0.999995978044174	0.95893506683474	0.190519841088578	0.349327060058283	0.963783153175883
Abce1	0.07934033576008	0.774774432381848	0.250287229063953	0.0207962762720839	0.00512282869784775	0.709930959600065
Abcf1	0.315661299088956	0.999998244790335	0.385563240451428	0.322194192496142	0.0306003549904306	0.378133119692714
Abcf2	0.0023671864285395	0.641142158878575	0.172386896557893	0.000646481214768624	0.00022294918285537	0.690968660643231
Abcf3	0.99954453484902	0.997849264777118	0.999977383387433	0.991501942055107	0.999884054459152	0.99614420460762
Abcg1	0.35241177292825	0.641914082232634	0.999492043392717	0.0691167035368924	0.308027461035533	0.70287746140465
Abcg2	0.981108335819189	0.586953056377755	0.00299007428685272	0.790951992541328	0.00467033605837985	0.0153042254585397
Abcg4	0.393766058352038	0.981815437825112	0.996612326972868	0.582888904145888	0.30640733230049	0.936971606586191
Abhd12	0.382947194245739	0.935490776007561	0.226471494470097	0.182055741205645	0.973985911344702	0.102048995878039
Abhd13	0.462870118443495	0.999995160694751	0.99295399084833	0.451244358025267	0.340184565478439	0.994608876627451
Abhd14a	0.857289288532958	0.994738984141839	0.989579467983771	0.944110551378985	0.703448086569634	0.945793770457592
Abhd14b	0.00675401167096334	0.300415169853078	0.292086329113895	0.0888303562795799	0.0916625345088212	0.999995688075658
Abhd15	0.81037816381665	0.966314833622392	0.98487801527028	0.971127754109886	0.945324375093049	0.999448804551777
Abhd16a	0.199636368563553	0.029129980178192	0.860210153693005	0.00181286564942962	0.0670348500475078	0.0874096419253121
Abhd17a	0.167633477348652	0.988941022062954	0.996916807886947	0.109029567069914	0.127045476181511	0.999492940029147
Abhd17b	0.469819698732364	0.665661313859589	0.98261525582279	0.982991290009345	0.306902498537183	0.468418614907523
Abhd17c	0.644689678183027	0.999902478709398	0.985085938732002	0.609427201311962	0.827313363893924	0.975857807386669
Abhd18	0.999005002898559	0.930361183849488	0.999947997958975	0.965839359097055	0.997447304541182	0.913548629201815
Abhd2	0.621160865704268	0.999339364832301	0.949780701819279	0.687923707240304	0.353007856209411	0.913482751492253
Abhd3	0.108783022752926	0.998070057419022	0.998407286978516	0.138155399533318	0.136115335096749	0.999999519896876
Abhd4	0.41452364372508	0.825873453849864	0.990841406736957	0.86399452677029	0.291733365341399	0.672743384900705
Abhd5	0.984678850021018	0.0612908638329168	0.239404838158843	0.0999562897903626	0.370221390575952	0.76297393817958
Abhd6	0.951634474958534	0.68327696452602	0.104497025386094	0.926670227853278	0.214274482626053	0.454230304548996
Abhd8	0.647438208257877	0.729646666447655	0.967416674346829	0.192605144587085	0.408414197922609	0.931342087215746
Abi1	0.860569194741923	0.68433087659742	0.860839207771212	0.984837859362015	0.999999999906984	0.984759382688537
Abi2	0.134429442596044	0.203641971722242	0.583256778392718	0.00673165489493599	0.0215860909329096	0.810928814560814
Abi3	0.582501565527454	0.215268327881832	0.946986752344829	0.831548312605619	0.865538226733568	0.421955581466299
Abl1	0.655636900023047	0.827188497029548	0.288238185671703	0.987437400723744	0.0569282036329679	0.0898854676601467
Abl2	0.8510001752191	0.36385867397322	0.344745425798918	0.12591192066758	0.11828849724553	0.999965130565279
Ablim1	0.13672188776199	0.994063460265514	0.999100843322578	0.192747711872608	0.11365226836304	0.979656767082314
Ablim2	0.924722141219978	0.995557291138117	0.843073773987407	0.833967200387116	0.513974114431261	0.930943661612732
Ablim3	0.999999006953876	0.995086836919477	0.937032623526897	0.994198576521992	0.932950936502175	0.985514856032778
Abr	0.33374107529048	0.13980782921623	0.250597843636634	0.0114000824367905	0.0202594859213558	0.971367182766529
Abraxas2	0.651129102296394	0.688067507647673	0.868004492876773	0.999887044030647	0.973128608677941	0.983468676035322
Abt1	0.527641512315766	0.67733055770316	0.780545321628315	0.125446637529243	0.965588431972922	0.23512662179564
Abtb1	0.999588185407334	0.504563800158083	0.878644865453643	0.452157483447535	0.83377787061585	0.888950235572008
Abtb2	0.36785662393871	0.167185605403494	0.376295601320992	0.926683710403337	0.999997289510579	0.920465027177009
Acaa1a	0.997378113335929	0.995885352051109	0.710807775741031	0.999988089672581	0.81043641569199	0.825568794603523
Acaa1b	0.908198709482358	0.822091244080133	0.89344987140003	0.465532064562728	0.999975680545229	0.445651585020356
Acaa2	0.997898563365551	0.984293940201562	0.892416590431707	0.9505111424093	0.814825583103723	0.983513381761647
Acaca	0.66121707642354	0.959772572126653	0.980434735883434	0.403285378068694	0.45668093502787	0.999481347663109
Acacb	0.993785688816016	0.966886500441768	0.996830516785605	0.996915598808416	0.999945358303278	0.993917624480634
Acad10	0.998721629803133	0.837867831258352	0.998880408815752	0.900515344048542	0.999999893174532	0.898080466562233
Acad11	0.999971462451194	0.987049028977104	0.313861646945901	0.981689672985866	0.29783086222969	0.461066971898657
Acad8	0.959725038945611	0.951967447799654	0.998722440408514	0.999986910846349	0.985651788489146	0.981369649496357
Acad9	0.824435813922316	0.578255842320287	0.999987464605285	0.966524130671942	0.839378986409832	0.595889279986753
Acadl	0.516422671378058	0.879172350992082	0.993117174477266	0.897091193304308	0.661776979726466	0.962530539299762
Acadm	0.965973990306921	0.889428240758915	0.299205117241227	0.993814751784801	0.509703670395148	0.64942512827959
Acadsb	0.999658546296451	0.991577762524338	0.677804260426993	0.980392581362772	0.624228681832088	0.826279205523062
Acadvl	0.341337833005398	0.685943052720439	0.999391723960356	0.074435503239484	0.392162300237005	0.620989309794276
Acan	0.99999996921812	0.986508354418654	0.981003168854572	0.985998720934524	0.980373445672175	0.999971228703534
Acap2	0.0431404530566853	0.916406148929298	0.999527857696665	0.106214156786561	0.0371638268504303	0.876003000485575
Acap3	0.992288034928074	0.999794213481979	0.621693702034341	0.997249722799129	0.771940846078674	0.666955725885521
Acat1	0.932818475396895	0.822745741631338	0.98939032542557	0.992072986346369	0.808604945076245	0.660680780059678
Acat2	0.916655033488432	0.961668104536235	0.86313008156093	0.689864023463505	0.998986027884559	0.61280103138929
Acbd3	0.617876859036732	0.0529363139308943	0.321892371571042	0.29407357527996	0.929932438840318	0.577693961780673
Acbd4	0.713158231260431	0.727953546141643	0.947468332069779	0.224681832139122	0.947199283080972	0.437184762638852
Acbd5	0.998948417855093	0.141428282040266	0.564250969535002	0.171396540110102	0.641940830406427	0.687835796369271
Acbd6	0.7829140108195	0.767111126532554	0.89320062340563	0.999988974435791	0.407345288333245	0.39320527188539
Acd	0.359968592452355	0.871524162643082	0.999415669941109	0.13280732804801	0.411879413020017	0.819594000121916
Ace	0.916889638352583	0.843685894935466	0.998579744210106	0.997674342177793	0.960649547584054	0.907116184261398
Ace2	0.114196494304904	0.872158800798538	0.843783826547938	0.314769449388652	0.0360296411342756	0.442388114506904
Acer2	0.545937591310402	0.999364869654196	0.889274655260023	0.611048755464994	0.235139426451973	0.838702805893208
Acer3	0.733425863494358	0.923487091047018	0.999599554222064	0.973446177082355	0.677816598529866	0.886913414425007
Ache	0.892023331263272	0.0934601024397353	0.383204319555558	0.0346171421548621	0.757135997970841	0.00911179751649116
Acin1	0.999609229958448	0.639394430103168	0.859788984939351	0.695309396088311	0.900443528521774	0.972785958029441
Ackr3	0.765961406591309	0.202330517197228	0.362858307125702	0.0516902566005815	0.0984031304172744	0.966527724128358
Acly	0.328056793056356	0.0148226768668062	0.311194505941503	0.187301810009688	0.999969974507976	0.198377745360329
Aco1	0.999986532172414	0.981143980743914	0.986634594306841	0.985497797200907	0.990104102420954	0.999971007981446
Aco2	0.0519856436767313	0.445009926547238	0.95876796098876	0.427308925160244	0.104039602660208	0.711803383965388
Acot10	0.999918064120512	0.899110058137007	0.994461993373889	0.920199052243944	0.997567640020069	0.969158031285204
Acot11	0.946502878587154	0.444236505391416	0.979920670831512	0.228195988978027	0.794680385230213	0.649169862977037
Acot2	0.95103387764553	0.742373187640285	0.959731988079664	0.957278214874508	0.999981865096734	0.948293243415013
Acot7	0.955762973859933	0.999999983420633	0.979790856393644	0.9565995528782	0.999280163340484	0.980313557696171
Acot8	0.0695948463757028	0.566087856171014	0.603490115101094	0.416071966871215	0.38473746771351	0.999880191839877
Acot9	0.887515660589918	0.996124287451567	0.512976093763719	0.956592178526764	0.886524853330597	0.632001582173228
Acox1	0.267173090063161	0.921523423623652	0.988582846060681	0.550813729881708	0.393072317535987	0.988787426550933
Acox3	0.999986782505587	0.996270147216526	0.98663994413995	0.997704980896449	0.98252043312309	0.945603937309611
Acp1	0.298091490678019	0.826042461410594	0.0742860130721924	0.728246454570437	0.744929235086214	0.242867136961641
Acp2	0.527471711110291	0.682221327460416	0.256096755431493	0.991822060680281	0.924917404921304	0.809059711241083
Acsbg1	0.509240451986244	0.644680489870367	0.999770076395089	0.110158668712871	0.554433392189596	0.597766039561567
Acsf2	0.145969072276409	0.37833611136491	0.975328540010641	0.88239009023263	0.253537722668282	0.587084241219879
Acsl1	0.817911423716165	0.914023539706482	0.535545781849578	0.469529613888072	0.951744225557354	0.250316439428124
Acsl3	0.489226773028841	0.850220613140852	0.97110036045461	0.902982666207102	0.29432897446978	0.622182934049368
Acsl4	0.665935965531823	0.977982359913901	0.992714865822836	0.452911668190488	0.517638885085416	0.99924136136357
Acsl5	0.451115460548547	0.0745920108375518	0.948743123840632	0.553606474139021	0.740583609054519	0.15726473232456
Acsl6	0.826136176065533	0.398741973317466	0.836047895406724	0.130166645360999	0.999996362745647	0.134034283478216
Acsm5	0.122552054523845	0.141697193276581	0.880476389070187	0.0044680185324385	0.0435238244459155	0.370900522242096
Acss1	0.0121056546246372	0.406726070783099	0.997699193341469	0.00164387472928729	0.0153929150678509	0.327382917175576
Acss2	0.319985217121907	0.976485361030889	0.937592170344092	0.18931438444155	0.601039235696667	0.767146083868702
Acss3	0.0672458882104671	0.120284512187593	0.0237591248056437	0.974749724829521	0.876127605056549	0.66710013051551
Acta1	0.121375001810973	0.423641554263099	0.332656600077537	0.77481183544031	0.871690444728781	0.996742649541492
Acta2	0.742657783762719	0.864760791646829	0.717701579329082	0.994174368780352	0.999962037470703	0.990430652022362
Actb	0.602128314833364	0.318406387879395	0.992457209711004	0.935841443014603	0.752395193131804	0.439195188418967
Actg1	0.999274646931139	0.976948185241239	0.789781797012511	0.992038738681941	0.724641855525981	0.570764943969813
Actl6a	0.952327153074938	0.3517212605542	0.219300817934089	0.17960306301329	0.107496020851077	0.981482308018826
Actl6b	0.84463838330272	0.672205762420367	0.617461706578722	0.986538722752089	0.971826064941572	0.999636136081415
Actn1	0.981527209882587	0.999948050444954	0.999518149804604	0.987956833586025	0.993168673542686	0.999930060943685
Actn2	0.999801342411027	0.453006970029849	0.9971056446415	0.414059538922787	0.992088034526875	0.556198275953878
Actn4	0.730359171925637	0.988359772267122	0.999999689018543	0.883000016502685	0.735379289911389	0.989325459872481
Actr10	0.75003394325321	0.998898907966414	0.992799385648954	0.672323452668493	0.878382203913889	0.97541587812514
Actr1a	0.215461258462374	0.543924391799895	0.938574282384909	0.0314389187609502	0.0982432800402612	0.847875790228788
Actr1b	0.999985385792083	0.906115164190789	0.476854288840357	0.91784200948512	0.494187848135021	0.835332314635172
Actr2	0.601276379500051	0.161484949327297	0.177702125627673	0.704022032327346	0.742162817565969	0.999866574148445
Actr3	0.856858965860901	0.599892165276978	0.990501990124947	0.959692698189158	0.957576500483824	0.762094100241313
Actr3b	0.307300490284588	0.975811751756939	0.979375932661156	0.493304000141497	0.481791654773112	0.999995743346957
Actr5	0.694362660853109	0.954561882277377	0.931707505200087	0.929268956601917	0.952612733504366	0.999779277591146
Actr6	0.511186595176478	0.996848714628146	0.432856567178725	0.409673885354833	0.998601600035408	0.341445030513327
Actr8	0.834091643395505	0.979205543535239	0.383044789508117	0.629092039573014	0.825145222166732	0.236201148680995
Acvr1	0.97413835028559	0.291279788322813	0.999546195745576	0.167777169829646	0.988793000341302	0.254430630232485
Acvr1b	0.38910401676461	0.337963121225458	0.949174096182864	0.999368858559497	0.668250830005953	0.602451469813846
Acvr1c	0.85584819495812	0.960259210982886	0.54393117638459	0.600003064400409	0.210424723100513	0.808131692647236
Acvr2a	0.915548513519729	0.986914173161003	0.937664452435189	0.988511110574212	0.999869037261526	0.994472032669184
Acvr2b	0.11136882488435	0.999979052147139	0.999999801872753	0.117411151925833	0.110130246439687	0.999962770599823
Acvrl1	0.849088636745333	0.4280531902106	0.718800585560539	0.15190192419046	0.310453769753262	0.946944248588356
Acy1	0.834900266424293	0.643636514112696	0.586983798679581	0.251073005241943	0.219679203717323	0.999594381884588
Acyp1	0.917556121218573	0.991585752819441	0.996575129009867	0.796626049488308	0.832803788775773	0.999840226860256
Acyp2	0.999999225530876	0.466362921914507	0.999980519320806	0.460006086059742	0.999953024701354	0.485250634401109
Adad1	0.875344283351794	0.659317797944211	0.856492114019839	0.972615795534468	0.999966691980415	0.97992388151862
Adam10	0.819578133720218	0.564973232148571	0.991140022516701	0.963586350466167	0.667249318297765	0.416476806614388
Adam11	0.99976987858814	0.979532200820727	0.999855939267107	0.964229673308682	0.998543599636999	0.988727179131694
Adam12	0.478622780862771	0.855826618552319	0.648540065665836	0.890427055820268	0.988730966590295	0.977143909987114
